customer_id,rec_1,rec_2,rec_3,rec_4,rec_5
WMT_30986,Great Value All Purpose Flour 5lb,Great Value Long Grain White Rice 5lb,Bounty Select-A-Size Paper Towels 8 Rolls,,
WMT_31494,Heinz Tomato Ketchup 32oz,,,,
WMT_21885,Atlantic Salmon Fillet per lb,Great Value Toilet Paper 12 Rolls,,,
WMT_44115,Avocado Hass each,Great Value Spaghetti 16oz,,,
WMT_24712,Marketside Organic Bananas 3lb,Ritz Original Crackers 13.7oz,,,
WMT_12814,Green Bell Pepper each,Lays Classic Potato Chips 8oz,,,
WMT_43984,Cucumber each,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb,,
WMT_37614,Roma Tomatoes per lb,Lemon each,Daisy Sour Cream 16oz,,
WMT_23624,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,,,
WMT_24848,Great Value Whole Milk 1 Gal,,,,
WMT_41445,Great Value All Purpose Flour 5lb,,,,
WMT_03286,Green Bell Pepper each,Great Value Chicken Broth 32oz,Great Value Sugar Granulated 4lb,,
WMT_29966,Baby Carrots 1lb Bag,Heinz Tomato Ketchup 32oz,,,
WMT_16619,Avocado Hass each,Campbells Tomato Soup 10.75oz,Great Value Canola Oil 48oz,,
WMT_30503,Campbells Tomato Soup 10.75oz,,,,
WMT_40197,Great Value Spaghetti 16oz,Great Value Long Grain White Rice 5lb,Marketside Fresh Mozzarella 8oz,,
WMT_02477,Marketside Organic Bananas 3lb,Heinz Tomato Ketchup 32oz,,,
WMT_37181,Great Value Long Grain White Rice 5lb,,,,
WMT_07401,Roma Tomatoes per lb,Great Value American Cheese Slices 16oz,,,
WMT_43312,Great Value Extra Virgin Olive Oil 17oz,Great Value Chicken Broth 32oz,Garlic Bulb 3-Pack,Roma Tomatoes per lb,Russet Potatoes 5lb Bag
WMT_05863,Cucumber each,Celery Stalk bunch,,,
WMT_35341,Great Value Large Eggs 12ct,Philadelphia Original Cream Cheese 8oz,,,
WMT_25747,Russet Potatoes 5lb Bag,Marketside Butter Croissants 4ct,,,
WMT_42747,Great Value Extra Virgin Olive Oil 17oz,Great Value Canola Oil 48oz,Great Value Large Eggs 12ct,,
WMT_07478,Great Value Chicken Broth 32oz,Great Value Penne Pasta 16oz,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb,
WMT_13145,Broccoli Crowns per lb,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,,
WMT_35539,Avocado Hass each,,,,
WMT_06903,Green Bell Pepper each,Roma Tomatoes per lb,Great Value Spaghetti 16oz,Great Value Chicken Broth 32oz,
WMT_41489,Lemon each,Great Value Penne Pasta 16oz,,,
WMT_33989,Baby Carrots 1lb Bag,Kraft Mac and Cheese Original 7.25oz,,,
WMT_06227,Great Value Thin Sliced Turkey 9oz,,,,
WMT_07653,Baby Carrots 1lb Bag,Campbells Tomato Soup 10.75oz,Pork Loin Chops Boneless per lb,,
WMT_45384,Great Value Extra Virgin Olive Oil 17oz,Great Value Greek Yogurt Plain 32oz,Marketside Fresh Mozzarella 8oz,,
WMT_42605,Daisy Sour Cream 16oz,,,,
WMT_42336,Marketside Fresh Mozzarella 8oz,,,,
WMT_23906,Yellow Onion 3lb Bag,,,,
WMT_49620,Great Value Penne Pasta 16oz,,,,
WMT_40774,Avocado Hass each,Cucumber each,,,
WMT_33765,Marketside Organic Bananas 3lb,Daisy Sour Cream 16oz,,,
WMT_26126,Roma Tomatoes per lb,Great Value All Purpose Flour 5lb,,,
WMT_10675,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_39642,Hunts Diced Tomatoes 14.5oz,Marketside Shredded Cheddar 8oz,,,
WMT_24875,Broccoli Crowns per lb,Lemon each,Great Value Long Grain White Rice 5lb,Philadelphia Original Cream Cheese 8oz,
WMT_02398,Lemon each,Campbells Tomato Soup 10.75oz,Great Value Apple Juice 64oz,,
WMT_44168,Great Value Sugar Granulated 4lb,,,,
WMT_04412,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Great Value Large Eggs 12ct,,
WMT_11047,Baby Carrots 1lb Bag,Great Value Greek Yogurt Plain 32oz,,,
WMT_49931,Roma Tomatoes per lb,,,,
WMT_16732,Great Value Chicken Broth 32oz,,,,
WMT_30950,Avocado Hass each,Green Bell Pepper each,,,
WMT_18075,Campbells Tomato Soup 10.75oz,,,,
WMT_18430,Russet Potatoes 5lb Bag,,,,
WMT_14018,Baby Carrots 1lb Bag,,,,
WMT_28194,Heinz Tomato Ketchup 32oz,,,,
WMT_27716,Hunts Diced Tomatoes 14.5oz,Great Value All Purpose Flour 5lb,Ritz Original Crackers 13.7oz,,
WMT_40431,Tilapia Fillets per lb,,,,
WMT_05302,Cucumber each,Marketside Baby Spinach 5oz,,,
WMT_46790,Roma Tomatoes per lb,,,,
WMT_46975,Great Value All Purpose Flour 5lb,Great Value Long Grain White Rice 5lb,,,
WMT_07776,Cucumber each,Campbells Tomato Soup 10.75oz,,,
WMT_38743,Roma Tomatoes per lb,Great Value Spaghetti 16oz,,,
WMT_01133,Garlic Bulb 3-Pack,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_43762,Avocado Hass each,Kraft Mac and Cheese Original 7.25oz,Great Value Unsalted Butter 1lb,,
WMT_37896,Roma Tomatoes per lb,Yellow Onion 3lb Bag,,,
WMT_31707,Broccoli Crowns per lb,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_28976,Great Value Sugar Granulated 4lb,Great Value Greek Yogurt Plain 32oz,,,
WMT_29760,Great Value Extra Virgin Olive Oil 17oz,Great Value Greek Yogurt Plain 32oz,Pork Loin Chops Boneless per lb,,
WMT_41515,Avocado Hass each,,,,
WMT_38885,Great Value Chicken Broth 32oz,,,,
WMT_01253,Campbells Tomato Soup 10.75oz,Green Bell Pepper each,Roma Tomatoes per lb,Russet Potatoes 5lb Bag,
WMT_17970,Great Value Sugar Granulated 4lb,,,,
WMT_39542,Celery Stalk bunch,,,,
WMT_15474,Marketside Organic Bananas 3lb,Great Value All Purpose Flour 5lb,,,
WMT_10137,Broccoli Crowns per lb,,,,
WMT_16877,Lemon each,Bounty Select-A-Size Paper Towels 8 Rolls,,,
WMT_25104,Great Value Chicken Broth 32oz,,,,
WMT_37832,Baby Carrots 1lb Bag,Marketside Fresh Mozzarella 8oz,,,
WMT_47838,Avocado Hass each,Great Value Long Grain White Rice 5lb,Great Value Whole Milk 1 Gal,Great Value Dish Soap Original 24oz,
WMT_05572,Kraft Mac and Cheese Original 7.25oz,Broccoli Crowns per lb,Green Bell Pepper each,Great Value Dish Soap Original 24oz,
WMT_19164,Baby Carrots 1lb Bag,Celery Stalk bunch,,,
WMT_29856,Celery Stalk bunch,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb,,
WMT_16253,Great Value Sugar Granulated 4lb,,,,
WMT_43293,Russet Potatoes 5lb Bag,,,,
WMT_19248,Great Value Spaghetti 16oz,,,,
WMT_09069,Great Value Whole Milk 1 Gal,,,,
WMT_30555,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_20492,Great Value Spaghetti 16oz,,,,
WMT_00124,Green Bell Pepper each,Great Value Penne Pasta 16oz,,,
WMT_34040,Green Bell Pepper each,Yellow Onion 3lb Bag,,,
WMT_45450,Heinz Tomato Ketchup 32oz,,,,
WMT_26638,Campbells Tomato Soup 10.75oz,Great Value Sliced Bacon 16oz,,,
WMT_31946,Garlic Bulb 3-Pack,Bounty Select-A-Size Paper Towels 8 Rolls,,,
WMT_13692,Avocado Hass each,Great Value Chicken Broth 32oz,Great Value Penne Pasta 16oz,,
WMT_04428,Quaker Old Fashioned Oats 42oz,,,,
WMT_02564,Great Value Extra Virgin Olive Oil 17oz,Great Value Thin Sliced Turkey 9oz,,,
WMT_39844,Philadelphia Original Cream Cheese 8oz,,,,
WMT_27287,Yellow Onion 3lb Bag,,,,
WMT_20853,Great Value Long Grain White Rice 5lb,,,,
WMT_47871,Great Value All Purpose Flour 5lb,,,,
WMT_05784,Cucumber each,Great Value Trash Bags 13 Gal 50ct,,,
WMT_43919,Cucumber each,Great Value Extra Virgin Olive Oil 17oz,Great Value Canola Oil 48oz,,
WMT_44616,Cucumber each,,,,
WMT_21471,Great Value All Purpose Flour 5lb,,,,
WMT_37393,Great Value Long Grain White Rice 5lb,,,,
WMT_30181,Great Value Canola Oil 48oz,,,,
WMT_39430,Great Value Chicken Broth 32oz,,,,
WMT_24888,Lemon each,,,,
WMT_12233,Kraft Mac and Cheese Original 7.25oz,Great Value Whole Milk 1 Gal,,,
WMT_13586,Russet Potatoes 5lb Bag,Great Value Paper Towels 6 Double Rolls,,,
WMT_46719,Great Value Spaghetti 16oz,Heinz Tomato Ketchup 32oz,,,
WMT_44817,Garlic Bulb 3-Pack,Celery Stalk bunch,Great Value Whole Milk 1 Gal,,
WMT_35032,Russet Potatoes 5lb Bag,Celery Stalk bunch,,,
WMT_14722,Garlic Bulb 3-Pack,,,,
WMT_41732,Garlic Bulb 3-Pack,Heinz Tomato Ketchup 32oz,,,
WMT_28110,Great Value Spaghetti 16oz,Great Value Large Eggs 12ct,,,
WMT_30058,Great Value Extra Virgin Olive Oil 17oz,Campbells Tomato Soup 10.75oz,Great Value Greek Yogurt Plain 32oz,,
WMT_33336,Green Bell Pepper each,Russet Potatoes 5lb Bag,Philadelphia Original Cream Cheese 8oz,,
WMT_31006,Celery Stalk bunch,,,,
WMT_10079,Great Value Frozen Broccoli Florets 12oz,,,,
WMT_04332,Russet Potatoes 5lb Bag,,,,
WMT_48912,Broccoli Crowns per lb,Great Value Penne Pasta 16oz,Great Value Canola Oil 48oz,,
WMT_19159,Great Value Greek Yogurt Plain 32oz,,,,
WMT_40797,Kraft Mac and Cheese Original 7.25oz,Heinz Tomato Ketchup 32oz,,,
WMT_40808,Broccoli Crowns per lb,Baby Carrots 1lb Bag,,,
WMT_38859,Cucumber each,,,,
WMT_43024,Lemon each,Russet Potatoes 5lb Bag,,,
WMT_00591,Great Value Long Grain White Rice 5lb,Great Value Greek Yogurt Plain 32oz,,,
WMT_37509,Broccoli Crowns per lb,Great Value Penne Pasta 16oz,Celery Stalk bunch,,
WMT_33845,Yellow Onion 3lb Bag,,,,
WMT_40052,Campbells Tomato Soup 10.75oz,,,,
WMT_24366,Cucumber each,Great Value Large Eggs 12ct,Great Value American Cheese Slices 16oz,Great Value Toilet Paper 12 Rolls,
WMT_25329,Broccoli Crowns per lb,Great Value Canola Oil 48oz,Great Value Unsalted Butter 1lb,Great Value Paper Towels 6 Double Rolls,
WMT_35280,Cucumber each,Marketside Baby Spinach 5oz,Celery Stalk bunch,,
WMT_33882,Green Bell Pepper each,,,,
WMT_13243,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,,,
WMT_06801,Cucumber each,Great Value Greek Yogurt Plain 32oz,,,
WMT_45881,Great Value Spaghetti 16oz,Heinz Tomato Ketchup 32oz,,,
WMT_06242,Roma Tomatoes per lb,Great Value Long Grain White Rice 5lb,,,
WMT_39427,Broccoli Crowns per lb,,,,
WMT_26786,Lemon each,,,,
WMT_15996,Marketside Fresh Mozzarella 8oz,,,,
WMT_09306,Avocado Hass each,,,,
WMT_02307,Marketside Baby Spinach 5oz,,,,
WMT_15925,Great Value All Purpose Flour 5lb,Marketside Fresh Mozzarella 8oz,,,
WMT_04799,Hunts Diced Tomatoes 14.5oz,,,,
WMT_21860,Great Value Long Grain White Rice 5lb,,,,
WMT_48243,Cucumber each,,,,
WMT_31378,Great Value American Cheese Slices 16oz,,,,
WMT_32549,Philadelphia Original Cream Cheese 8oz,,,,
WMT_00611,Lemon each,,,,
WMT_46070,Campbells Tomato Soup 10.75oz,Roma Tomatoes per lb,Celery Stalk bunch,,
WMT_15074,Baby Carrots 1lb Bag,Great Value All Purpose Flour 5lb,Pork Loin Chops Boneless per lb,,
WMT_26524,Roma Tomatoes per lb,,,,
WMT_29449,Hunts Diced Tomatoes 14.5oz,,,,
WMT_34313,Great Value Penne Pasta 16oz,,,,
WMT_02332,Roma Tomatoes per lb,Marketside Shredded Cheddar 8oz,Atlantic Salmon Fillet per lb,,
WMT_42389,Garlic Bulb 3-Pack,Great Value American Cheese Slices 16oz,,,
WMT_23913,Great Value Spaghetti 16oz,Philadelphia Original Cream Cheese 8oz,Great Value Frozen Pizza Pepperoni 12in,Natures Own Honey Wheat Bread 20oz,
WMT_23922,Yellow Onion 3lb Bag,Marketside Fresh Mozzarella 8oz,,,
WMT_21238,Cucumber each,Garlic Bulb 3-Pack,Marketside Shredded Cheddar 8oz,,
WMT_11062,Great Value All Purpose Flour 5lb,,,,
WMT_46845,Lemon each,Hunts Diced Tomatoes 14.5oz,,,
WMT_30965,Broccoli Crowns per lb,Great Value Spaghetti 16oz,,,
WMT_48016,Heinz Tomato Ketchup 32oz,Daisy Sour Cream 16oz,Tropicana Orange Juice No Pulp 52oz,,
WMT_08709,Green Bell Pepper each,Kraft Mac and Cheese Original 7.25oz,,,
WMT_15088,Great Value Long Grain White Rice 5lb,Great Value American Cheese Slices 16oz,,,
WMT_24626,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,,,
WMT_30261,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,Daisy Sour Cream 16oz,Natures Own Honey Wheat Bread 20oz,
WMT_10899,Hunts Diced Tomatoes 14.5oz,Green Bell Pepper each,Baby Carrots 1lb Bag,Marketside Baby Spinach 5oz,Philadelphia Original Cream Cheese 8oz
WMT_43591,Cucumber each,,,,
WMT_02285,Baby Carrots 1lb Bag,Great Value All Purpose Flour 5lb,,,
WMT_04113,Avocado Hass each,Garlic Bulb 3-Pack,Roma Tomatoes per lb,,
WMT_12783,Broccoli Crowns per lb,Great Value Spaghetti 16oz,Great Value Chicken Broth 32oz,,
WMT_38375,Great Value Spaghetti 16oz,,,,
WMT_30337,Garlic Bulb 3-Pack,Great Value Sugar Granulated 4lb,Great Value Penne Pasta 16oz,,
WMT_22250,Yellow Onion 3lb Bag,Kraft Mac and Cheese Original 7.25oz,,,
WMT_29502,Green Bell Pepper each,Great Value All Purpose Flour 5lb,,,
WMT_05088,Great Value Long Grain White Rice 5lb,,,,
WMT_24940,Baby Carrots 1lb Bag,Roma Tomatoes per lb,Great Value 2% Reduced Fat Milk 1 Gal,,
WMT_45730,Garlic Bulb 3-Pack,,,,
WMT_08321,Green Bell Pepper each,,,,
WMT_24913,Broccoli Crowns per lb,Tide Simply Liquid Laundry Det 46oz,,,
WMT_24775,Celery Stalk bunch,Great Value Chicken Broth 32oz,Great Value Long Grain White Rice 5lb,,
WMT_49608,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_29549,Marketside Baby Spinach 5oz,Roma Tomatoes per lb,Marketside Organic Bananas 3lb,,
WMT_01867,Great Value Extra Virgin Olive Oil 17oz,Chicken Breast Boneless Skinless 3lb,,,
WMT_14819,Avocado Hass each,Roma Tomatoes per lb,Great Value Sugar Granulated 4lb,Great Value Canola Oil 48oz,Great Value Greek Yogurt Plain 32oz
WMT_30463,Roma Tomatoes per lb,Great Value Long Grain White Rice 5lb,Great Value Sliced Bacon 16oz,,
WMT_22256,Green Bell Pepper each,Cucumber each,Great Value 2% Reduced Fat Milk 1 Gal,Great Value 100% Orange Juice 52oz,Great Value Honey Nut Toasted Oats 27oz
WMT_14246,Yellow Onion 3lb Bag,Great Value Spaghetti 16oz,,,
WMT_17678,Baby Carrots 1lb Bag,,,,
WMT_27228,Hunts Diced Tomatoes 14.5oz,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb,,
WMT_35942,Broccoli Crowns per lb,Heinz Tomato Ketchup 32oz,Atlantic Salmon Fillet per lb,,
WMT_36044,Russet Potatoes 5lb Bag,,,,
WMT_21824,Broccoli Crowns per lb,Hunts Diced Tomatoes 14.5oz,Great Value Greek Yogurt Plain 32oz,,
WMT_14149,Baby Carrots 1lb Bag,,,,
WMT_35291,Heinz Tomato Ketchup 32oz,,,,
WMT_11296,Avocado Hass each,,,,
WMT_08293,Yellow Onion 3lb Bag,Russet Potatoes 5lb Bag,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb,Great Value Canola Oil 48oz
WMT_49282,Campbells Tomato Soup 10.75oz,,,,
WMT_06200,Lemon each,Marketside Organic Bananas 3lb,,,
WMT_27375,Garlic Bulb 3-Pack,Great Value 2% Reduced Fat Milk 1 Gal,Great Value 80/20 Ground Beef 1lb,,
WMT_04872,Great Value Long Grain White Rice 5lb,,,,
WMT_18112,Great Value Large Eggs 12ct,,,,
WMT_39076,Hunts Diced Tomatoes 14.5oz,Roma Tomatoes per lb,Lemon each,,
WMT_03809,Baby Carrots 1lb Bag,Kraft Mac and Cheese Original 7.25oz,,,
WMT_09180,Cucumber each,Great Value Sugar Granulated 4lb,Campbells Tomato Soup 10.75oz,,
WMT_44555,Green Bell Pepper each,Great Value Whole Milk 1 Gal,,,
WMT_35076,Marketside Fresh Mozzarella 8oz,,,,
WMT_16541,Yellow Onion 3lb Bag,,,,
WMT_23060,Green Bell Pepper each,Great Value American Cheese Slices 16oz,Great Value 2% Reduced Fat Milk 1 Gal,,
WMT_02645,Cucumber each,,,,
WMT_37608,Yellow Onion 3lb Bag,Kraft Mac and Cheese Original 7.25oz,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,
WMT_27632,Marketside Baby Spinach 5oz,,,,
WMT_12525,Hunts Diced Tomatoes 14.5oz,Kraft Mac and Cheese Original 7.25oz,,,
WMT_38612,Green Bell Pepper each,,,,
WMT_36020,Daisy Sour Cream 16oz,Great Value Sliced Bacon 16oz,,,
WMT_49784,Avocado Hass each,,,,
WMT_11953,Roma Tomatoes per lb,Campbells Tomato Soup 10.75oz,,,
WMT_31175,Avocado Hass each,Roma Tomatoes per lb,Celery Stalk bunch,,
WMT_21574,Celery Stalk bunch,,,,
WMT_01217,Baby Carrots 1lb Bag,Great Value Spaghetti 16oz,Great Value Unsalted Butter 1lb,,
WMT_16829,Avocado Hass each,Great Value Sugar Granulated 4lb,Campbells Tomato Soup 10.75oz,,
WMT_21188,Garlic Bulb 3-Pack,Great Value Chicken Broth 32oz,Campbells Tomato Soup 10.75oz,,
WMT_36930,Hunts Diced Tomatoes 14.5oz,,,,
WMT_19438,Avocado Hass each,Green Bell Pepper each,,,
WMT_40226,Great Value Spaghetti 16oz,,,,
WMT_03389,Philadelphia Original Cream Cheese 8oz,,,,
WMT_37545,Roma Tomatoes per lb,,,,
WMT_11534,Great Value All Purpose Flour 5lb,,,,
WMT_20266,Campbells Tomato Soup 10.75oz,Great Value Paper Towels 6 Double Rolls,,,
WMT_17934,Great Value Spaghetti 16oz,Baby Carrots 1lb Bag,Russet Potatoes 5lb Bag,,
WMT_49592,Green Bell Pepper each,Heinz Tomato Ketchup 32oz,,,
WMT_35493,Great Value Sugar Granulated 4lb,,,,
WMT_42380,Great Value Sugar Granulated 4lb,Baby Carrots 1lb Bag,Russet Potatoes 5lb Bag,,
WMT_07806,Great Value Canola Oil 48oz,,,,
WMT_43860,Green Bell Pepper each,Baby Carrots 1lb Bag,Yellow Onion 3lb Bag,,
WMT_24903,Yellow Onion 3lb Bag,,,,
WMT_30216,Ritz Original Crackers 13.7oz,,,,
WMT_18107,Great Value Long Grain White Rice 5lb,,,,
WMT_35141,Russet Potatoes 5lb Bag,Great Value Unsalted Butter 1lb,,,
WMT_27887,Broccoli Crowns per lb,Heinz Tomato Ketchup 32oz,Garlic Bulb 3-Pack,Great Value Large Eggs 12ct,
WMT_34368,Green Bell Pepper each,Roma Tomatoes per lb,,,
WMT_06726,Green Bell Pepper each,,,,
WMT_31875,Great Value Canola Oil 48oz,Philadelphia Original Cream Cheese 8oz,,,
WMT_00333,Avocado Hass each,Kraft Mac and Cheese Original 7.25oz,Campbells Tomato Soup 10.75oz,,
WMT_40880,Cucumber each,Great Value Spaghetti 16oz,,,
WMT_20717,Marketside Shredded Cheddar 8oz,Marketside Fresh Mozzarella 8oz,Stouffers Lasagna with Meat Sauce 10oz,,
WMT_08208,Glad ForceFlex Trash Bags 30 Gal 25ct,,,,
WMT_15553,Celery Stalk bunch,Hunts Diced Tomatoes 14.5oz,,,
WMT_19067,Russet Potatoes 5lb Bag,,,,
WMT_11471,Hunts Diced Tomatoes 14.5oz,Campbells Tomato Soup 10.75oz,,,
WMT_31226,Avocado Hass each,Great Value Long Grain White Rice 5lb,Marketside Organic Bananas 3lb,,
WMT_34681,Baby Carrots 1lb Bag,,,,
WMT_43500,Yellow Onion 3lb Bag,,,,
WMT_22835,Pork Loin Chops Boneless per lb,,,,
WMT_23832,Great Value Extra Virgin Olive Oil 17oz,,,,
WMT_38403,Celery Stalk bunch,,,,
WMT_37292,Roma Tomatoes per lb,,,,
WMT_19317,Celery Stalk bunch,Kraft Mac and Cheese Original 7.25oz,Great Value Honey Nut Toasted Oats 27oz,,
WMT_12751,Russet Potatoes 5lb Bag,Great Value Extra Virgin Olive Oil 17oz,Bounty Select-A-Size Paper Towels 8 Rolls,,
WMT_42973,Lemon each,,,,
WMT_09107,Great Value Sugar Granulated 4lb,Marketside Butter Croissants 4ct,,,
WMT_16658,Great Value Chicken Broth 32oz,Great Value American Cheese Slices 16oz,,,
WMT_30662,Great Value Spaghetti 16oz,Garlic Bulb 3-Pack,Celery Stalk bunch,Pork Loin Chops Boneless per lb,
WMT_34165,Broccoli Crowns per lb,Great Value Greek Yogurt Plain 32oz,,,
WMT_34494,Yellow Onion 3lb Bag,,,,
WMT_04162,Marketside Organic Bananas 3lb,Great Value Chicken Broth 32oz,,,
WMT_41216,Marketside Baby Spinach 5oz,Great Value All Purpose Flour 5lb,Heinz Tomato Ketchup 32oz,,
WMT_11311,Garlic Bulb 3-Pack,,,,
WMT_48583,Marketside Shredded Cheddar 8oz,,,,
WMT_20457,Roma Tomatoes per lb,,,,
WMT_24076,Great Value All Purpose Flour 5lb,Great Value Sugar Granulated 4lb,,,
WMT_45755,Garlic Bulb 3-Pack,Lemon each,Glad ForceFlex Trash Bags 30 Gal 25ct,,
WMT_27035,Hunts Diced Tomatoes 14.5oz,,,,
WMT_11994,Great Value Sugar Granulated 4lb,Great Value Large Eggs 12ct,,,
WMT_25864,Great Value Sugar Granulated 4lb,Roma Tomatoes per lb,Celery Stalk bunch,,
WMT_19518,Great Value Chicken Broth 32oz,Great Value Long Grain White Rice 5lb,,,
WMT_14805,Marketside Fresh Mozzarella 8oz,,,,
WMT_20939,Yellow Onion 3lb Bag,Hunts Diced Tomatoes 14.5oz,Heinz Tomato Ketchup 32oz,Great Value Long Grain White Rice 5lb,
WMT_01647,Hunts Diced Tomatoes 14.5oz,,,,
WMT_47813,Great Value All Purpose Flour 5lb,Great Value Unsalted Butter 1lb,,,
WMT_44836,Cucumber each,Kraft Mac and Cheese Original 7.25oz,Great Value Penne Pasta 16oz,,
WMT_18498,Baby Carrots 1lb Bag,Great Value Penne Pasta 16oz,,,
WMT_37886,Great Value Chicken Broth 32oz,Green Bell Pepper each,Baby Carrots 1lb Bag,,
WMT_43616,Garlic Bulb 3-Pack,Lemon each,,,
WMT_37761,Great Value 2% Reduced Fat Milk 1 Gal,,,,
WMT_18583,Garlic Bulb 3-Pack,Great Value Sugar Granulated 4lb,,,
WMT_36706,Yellow Onion 3lb Bag,Great Value Long Grain White Rice 5lb,,,
WMT_03088,Campbells Tomato Soup 10.75oz,Green Bell Pepper each,Garlic Bulb 3-Pack,,
WMT_22347,Great Value Spaghetti 16oz,,,,
WMT_06554,Stouffers Lasagna with Meat Sauce 10oz,,,,
WMT_00983,Garlic Bulb 3-Pack,Great Value Extra Virgin Olive Oil 17oz,Campbells Tomato Soup 10.75oz,,
WMT_24893,Great Value Long Grain White Rice 5lb,Daisy Sour Cream 16oz,,,
WMT_47968,Great Value Toilet Paper 12 Rolls,,,,
WMT_21775,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_12180,Garlic Bulb 3-Pack,Roma Tomatoes per lb,Lemon each,Marketside Shredded Cheddar 8oz,
WMT_32835,Broccoli Crowns per lb,Great Value American Cheese Slices 16oz,Marketside Fresh Mozzarella 8oz,,
WMT_13005,Marketside Baby Spinach 5oz,Russet Potatoes 5lb Bag,Great Value Sugar Granulated 4lb,Great Value Penne Pasta 16oz,
WMT_17241,Great Value Long Grain White Rice 5lb,,,,
WMT_01442,Marketside Baby Spinach 5oz,Russet Potatoes 5lb Bag,Great Value Sugar Granulated 4lb,Campbells Tomato Soup 10.75oz,
WMT_45648,Lemon each,Celery Stalk bunch,Great Value Extra Virgin Olive Oil 17oz,Heinz Tomato Ketchup 32oz,
WMT_44921,Avocado Hass each,,,,
WMT_07735,Baby Carrots 1lb Bag,Garlic Bulb 3-Pack,,,
WMT_08680,Roma Tomatoes per lb,Marketside Baby Spinach 5oz,,,
WMT_17175,Roma Tomatoes per lb,,,,
WMT_17921,Green Bell Pepper each,,,,
WMT_37653,Baby Carrots 1lb Bag,Campbells Tomato Soup 10.75oz,Heinz Tomato Ketchup 32oz,,
WMT_12299,Heinz Tomato Ketchup 32oz,Marketside Baby Spinach 5oz,Lemon each,Marketside Organic Bananas 3lb,
WMT_06025,Baby Carrots 1lb Bag,,,,
WMT_32773,Broccoli Crowns per lb,Great Value American Cheese Slices 16oz,,,
WMT_03786,Marketside Organic Bananas 3lb,Great Value Penne Pasta 16oz,,,
WMT_49137,Yellow Onion 3lb Bag,,,,
WMT_25456,Cucumber each,Great Value Honey Nut Toasted Oats 27oz,,,
WMT_34449,Cucumber each,,,,
WMT_11065,Kraft Mac and Cheese Original 7.25oz,Great Value Penne Pasta 16oz,Great Value Toilet Paper 12 Rolls,,
WMT_38054,Kraft Mac and Cheese Original 7.25oz,,,,
WMT_24900,Avocado Hass each,Heinz Tomato Ketchup 32oz,,,
WMT_21849,Philadelphia Original Cream Cheese 8oz,,,,
WMT_41047,Great Value Spaghetti 16oz,Green Bell Pepper each,Lemon each,,
WMT_43217,Yellow Onion 3lb Bag,Great Value All Purpose Flour 5lb,,,
WMT_25756,Great Value Extra Virgin Olive Oil 17oz,Yellow Onion 3lb Bag,Marketside Organic Bananas 3lb,,
WMT_00540,Marketside Organic Bananas 3lb,,,,
WMT_40437,Great Value Chicken Broth 32oz,,,,
WMT_47929,Roma Tomatoes per lb,Great Value Canola Oil 48oz,,,
WMT_43667,Marketside Organic Bananas 3lb,Kraft Mac and Cheese Original 7.25oz,,,
WMT_02309,Garlic Bulb 3-Pack,Yellow Onion 3lb Bag,,,
WMT_29020,Marketside Organic Bananas 3lb,Daisy Sour Cream 16oz,Lipton Iced Tea Mix 3qt,,
WMT_24976,Green Bell Pepper each,Baby Carrots 1lb Bag,Hunts Diced Tomatoes 14.5oz,Great Value Extra Virgin Olive Oil 17oz,Great Value Penne Pasta 16oz
WMT_07197,Great Value Chicken Broth 32oz,Great Value Sugar Granulated 4lb,Green Bell Pepper each,Yellow Onion 3lb Bag,Celery Stalk bunch
WMT_28634,Celery Stalk bunch,,,,
WMT_17050,Hunts Diced Tomatoes 14.5oz,Marketside Baby Spinach 5oz,Marketside Organic Bananas 3lb,Great Value Greek Yogurt Plain 32oz,
